Age,Occupation,Marital_Status,Policies_Purchased,Renewal_History,Policy_Lapses,Claim_Frequency,Claim_Amount,Premium_Paid,Payment_Mode,Payment_Timing,Customer_Service_Interactions,Response_to_Offers,Cross_Selling_Products,Customer_Lifetime_Value
61,Teacher,Single,3,On-time,1,0,0,4197,Bank Transfer,On-time,3,Neutral,Only Home,3777
73,Engineer,Widowed,5,On-time,2,3,24241,2687,Credit Card,Late,5,Positive,Only Auto,3143
62,Business,Single,5,Late,2,3,8296,2906,Cash,On-time,6,Neutral,Auto + Home,3400
59,Student,Single,5,On-time,2,4,17333,2076,Cash,Late,7,Positive,Only Home,2615
64,Retired,Divorced,4,On-time,0,2,42516,3979,Cash,On-time,3,Negative,Auto + Home,4774
30,Retired,Widowed,4,On-time,1,3,19628,4045,Cash,On-time,8,Negative,Only Health,4732
72,Engineer,Single,5,On-time,1,4,20367,1969,Cash,On-time,6,Positive,Only Home,2480
39,Self-Employed,Married,1,Missed,2,3,12755,1479,UPI,On-time,1,Positive,Only Health,1730
71,Self-Employed,Married,5,On-time,0,1,36493,1755,UPI,On-time,8,Positive,Only Auto,1930
38,Self-Employed,Married,2,On-time,1,0,0,4188,Bank Transfer,Late,6,Positive,Only Auto,3769
39,Student,Divorced,5,On-time,1,4,14025,2141,Cash,On-time,4,Positive,Auto + Home,2697
45,Doctor,Single,4,Late,2,3,5887,799,Cash,On-time,2,Negative,Health + Life,934
26,Engineer,Divorced,4,On-time,2,0,0,3542,Cash,Late,8,Neutral,Auto + Home,3187
43,Student,Widowed,2,Late,2,2,6226,900,Bank Transfer,On-time,6,Neutral,Only Health,972
26,Engineer,Widowed,2,On-time,1,3,36596,1780,Cash,On-time,2,Negative,Only Home,2082
32,Retired,Single,3,Late,2,4,46799,1361,Cash,On-time,4,Positive,Health + Life,1714
27,Business,Married,1,Late,2,1,4988,3073,UPI,On-time,2,Neutral,Auto + Home,3042
41,Engineer,Single,1,Late,2,0,0,3284,Bank Transfer,On-time,2,Neutral,Only Health,2955
74,Doctor,Single,1,On-time,0,0,0,4685,UPI,On-time,6,Negative,Only Health,4685
59,Teacher,Single,4,Late,2,1,19014,4659,Credit Card,On-time,8,Positive,Only Auto,4612
25,Student,Divorced,1,On-time,1,4,15239,1611,Cash,On-time,4,Neutral,Auto + Home,2029
41,Engineer,Widowed,3,Late,2,2,37046,1556,Credit Card,On-time,3,Negative,Auto + Home,1680
33,Engineer,Single,3,On-time,1,1,19422,1595,Cash,On-time,3,Neutral,Only Health,1579
66,Doctor,Single,1,On-time,0,2,22816,2800,Credit Card,On-time,2,Positive,Auto + Home,3360
43,Business,Single,2,On-time,0,4,28055,4491,UPI,On-time,7,Negative,Only Auto,6287
44,Engineer,Divorced,3,On-time,2,3,7470,1013,Bank Transfer,Late,9,Positive,Health + Life,1185
54,Engineer,Divorced,2,On-time,1,3,24461,4731,Credit Card,On-time,0,Positive,Only Health,5535
21,Business,Divorced,4,On-time,2,4,46534,3176,UPI,On-time,2,Positive,Only Auto,4001
67,Doctor,Single,3,On-time,2,2,5761,620,Credit Card,On-time,1,Neutral,Only Auto,669
41,Student,Married,2,Late,1,1,22603,2001,Credit Card,On-time,6,Neutral,Only Home,1980
36,Student,Married,1,On-time,1,4,35155,3347,Bank Transfer,On-time,5,Neutral,Health + Life,4217
53,Engineer,Married,4,On-time,1,4,48914,1617,UPI,On-time,0,Positive,Only Auto,2037
56,Business,Widowed,5,Late,1,3,22996,1004,Bank Transfer,Late,2,Negative,Only Home,1174
27,Engineer,Single,5,On-time,1,1,40978,3491,Cash,On-time,3,Positive,Only Home,3456
42,Self-Employed,Married,1,On-time,0,3,34342,2123,Bank Transfer,On-time,9,Negative,Auto + Home,2759
35,Teacher,Married,4,On-time,0,2,10913,2738,Bank Transfer,Late,6,Negative,Only Auto,3285
36,Student,Married,4,On-time,0,2,42978,2933,Credit Card,On-time,2,Positive,Only Health,3519
53,Self-Employed,Single,4,On-time,1,0,0,1302,Credit Card,On-time,3,Positive,Auto + Home,1171
27,Retired,Married,4,On-time,1,4,30999,4873,Credit Card,On-time,6,Positive,Health + Life,6139
50,Teacher,Married,5,Missed,1,1,32748,1971,UPI,On-time,3,Neutral,Only Health,1951
72,Engineer,Single,2,On-time,2,1,33331,1326,Bank Transfer,On-time,8,Neutral,Only Health,1312
67,Doctor,Widowed,4,On-time,0,3,45380,1928,Cash,On-time,5,Positive,Only Home,2506
22,Student,Divorced,2,Late,0,3,35224,2943,Credit Card,On-time,1,Positive,Only Auto,3825
64,Retired,Married,4,On-time,2,1,35363,4806,Cash,On-time,0,Neutral,Only Home,4757
66,Teacher,Divorced,3,On-time,2,3,25692,4281,Bank Transfer,On-time,7,Positive,Only Home,5008
52,Student,Widowed,3,Late,0,0,0,2525,Bank Transfer,On-time,2,Neutral,Only Auto,2525
61,Business,Widowed,3,On-time,1,4,14146,2817,Bank Transfer,On-time,6,Neutral,Only Auto,3549
51,Doctor,Married,4,Missed,0,0,0,1506,Cash,Late,3,Positive,Only Auto,1506
50,Teacher,Single,2,On-time,1,2,34599,2137,Cash,On-time,2,Neutral,Only Home,2307
72,Business,Widowed,5,Late,0,1,22352,1344,Cash,On-time,8,Neutral,Only Auto,1478
38,Self-Employed,Divorced,1,On-time,0,0,0,4993,Bank Transfer,On-time,5,Neutral,Only Auto,4993
34,Engineer,Divorced,5,On-time,2,0,0,3787,Bank Transfer,On-time,5,Positive,Only Health,3408
39,Business,Divorced,4,On-time,2,3,21866,4003,Credit Card,On-time,5,Positive,Only Home,4683
65,Teacher,Divorced,3,Missed,1,3,19390,3361,UPI,On-time,2,Neutral,Only Auto,3932
54,Teacher,Widowed,3,Late,1,3,44531,1138,Cash,On-time,5,Positive,Only Home,1331
32,Self-Employed,Married,2,On-time,0,2,42256,992,UPI,Late,3,Neutral,Health + Life,1190
52,Engineer,Married,4,Missed,2,0,0,3498,Cash,On-time,1,Positive,Auto + Home,3148
45,Business,Divorced,5,On-time,1,4,42678,4157,Cash,On-time,2,Positive,Only Health,5237
24,Business,Married,4,On-time,1,3,28712,2675,UPI,On-time,3,Positive,Only Health,3129
49,Engineer,Divorced,4,On-time,1,2,6694,1985,UPI,On-time,0,Positive,Only Home,2143
28,Business,Divorced,3,Late,0,2,20463,1058,Cash,Late,6,Positive,Only Auto,1269
27,Student,Single,5,Late,1,3,22662,4248,Bank Transfer,On-time,4,Positive,Only Home,4970
26,Engineer,Widowed,1,On-time,1,1,1010,1469,Credit Card,On-time,8,Neutral,Auto + Home,1454
31,Doctor,Widowed,3,Missed,2,0,0,4509,Cash,On-time,5,Positive,Only Health,4058
30,Teacher,Divorced,5,On-time,2,3,28515,585,Credit Card,Late,7,Positive,Only Health,684
74,Doctor,Widowed,2,On-time,2,4,11846,3628,Bank Transfer,On-time,8,Positive,Auto + Home,4571
42,Student,Married,3,On-time,0,0,0,4801,Bank Transfer,On-time,5,Neutral,Only Home,4801
19,Self-Employed,Divorced,2,Missed,2,2,47285,2695,Credit Card,On-time,6,Neutral,Only Health,2910
52,Student,Single,3,On-time,2,4,29026,4553,Cash,On-time,5,Neutral,Only Auto,5736
24,Retired,Married,4,On-time,2,0,0,1446,Credit Card,On-time,5,Neutral,Only Home,1301
38,Retired,Single,5,On-time,2,4,18207,3708,Cash,On-time,1,Neutral,Only Auto,4672
35,Retired,Single,2,On-time,1,2,44357,2493,UPI,On-time,4,Negative,Health + Life,2692
20,Engineer,Widowed,3,On-time,0,3,38985,3940,Cash,Late,5,Positive,Auto + Home,5122
59,Business,Widowed,2,On-time,1,4,40854,2045,UPI,On-time,9,Positive,Only Health,2576
71,Student,Divorced,3,Missed,1,3,13306,4007,UPI,On-time,4,Positive,Auto + Home,4688
56,Doctor,Widowed,3,On-time,0,2,1312,529,Credit Card,On-time,3,Neutral,Auto + Home,634
58,Self-Employed,Single,1,On-time,1,2,44934,1971,UPI,Late,5,Positive,Only Auto,2128
66,Doctor,Single,1,Late,2,4,7671,1909,Credit Card,On-time,5,Positive,Only Health,2405
28,Doctor,Married,1,On-time,0,4,24084,4260,Credit Card,On-time,7,Positive,Health + Life,5964
56,Doctor,Single,2,Missed,1,2,45698,4179,Bank Transfer,Late,7,Neutral,Auto + Home,4513
41,Self-Employed,Divorced,4,On-time,1,4,36260,1028,Credit Card,Late,9,Positive,Only Auto,1295
63,Retired,Divorced,3,On-time,2,4,43905,625,Bank Transfer,On-time,0,Negative,Only Auto,787
36,Doctor,Widowed,5,On-time,1,4,17614,4356,Bank Transfer,Late,1,Positive,Only Health,5488
21,Self-Employed,Widowed,1,Late,1,4,11864,3758,Credit Card,On-time,0,Negative,Only Home,4735
43,Self-Employed,Widowed,2,Missed,1,0,0,1153,Cash,On-time,9,Positive,Only Home,1037
55,Business,Divorced,2,On-time,0,2,16224,4733,Cash,On-time,6,Negative,Health + Life,5679
59,Self-Employed,Single,2,On-time,0,2,48462,1240,Credit Card,On-time,7,Negative,Only Auto,1488
49,Retired,Widowed,5,On-time,1,1,45414,2761,UPI,On-time,2,Positive,Only Home,2733
56,Doctor,Married,5,On-time,1,3,45543,790,Credit Card,On-time,2,Positive,Auto + Home,924
62,Self-Employed,Widowed,1,On-time,2,1,1043,3491,UPI,On-time,6,Neutral,Health + Life,3456
63,Engineer,Divorced,5,On-time,0,4,41300,4141,Cash,On-time,7,Positive,Auto + Home,5797
53,Self-Employed,Widowed,1,On-time,0,4,25476,3077,UPI,On-time,5,Negative,Only Home,4307
57,Teacher,Single,5,On-time,0,0,0,3239,Credit Card,On-time,7,Positive,Only Auto,3239
54,Teacher,Widowed,5,Late,1,0,0,2193,UPI,Late,1,Positive,Only Home,1973
50,Teacher,Divorced,5,On-time,2,0,0,1819,Bank Transfer,On-time,6,Positive,Health + Life,1637
53,Self-Employed,Divorced,1,On-time,2,0,0,3321,Bank Transfer,On-time,4,Positive,Health + Life,2988
20,Retired,Married,3,On-time,1,0,0,4162,Credit Card,On-time,5,Neutral,Auto + Home,3745
26,Doctor,Divorced,1,On-time,1,0,0,3729,Credit Card,Late,6,Neutral,Auto + Home,3356
25,Student,Married,3,Late,2,0,0,1895,Credit Card,On-time,8,Neutral,Health + Life,1705
50,Student,Single,2,On-time,2,0,0,3467,Cash,Late,6,Negative,Auto + Home,3120
23,Student,Divorced,2,On-time,0,0,0,4461,Cash,On-time,0,Positive,Only Health,4461
58,Retired,Widowed,1,On-time,1,2,27870,3114,Cash,On-time,4,Neutral,Health + Life,3363
56,Business,Single,3,Late,0,0,0,2044,Bank Transfer,On-time,3,Positive,Auto + Home,2044
21,Engineer,Widowed,3,On-time,2,3,46876,4401,UPI,On-time,7,Positive,Only Home,5149
30,Engineer,Widowed,3,On-time,0,0,0,4997,Bank Transfer,On-time,6,Positive,Only Auto,4997
66,Teacher,Widowed,2,On-time,2,4,45327,2280,UPI,On-time,3,Negative,Only Health,2872
19,Teacher,Single,1,On-time,2,4,44302,2650,UPI,On-time,2,Neutral,Only Health,3338
22,Self-Employed,Single,4,On-time,0,0,0,4968,Credit Card,On-time,5,Neutral,Only Auto,4968
61,Student,Divorced,3,On-time,1,0,0,4933,Credit Card,On-time,7,Neutral,Only Auto,4439
44,Self-Employed,Widowed,3,Late,0,4,30836,1556,Cash,On-time,2,Positive,Only Home,2178
49,Student,Married,4,Late,0,3,10831,1945,Credit Card,On-time,4,Positive,Only Auto,2528
38,Teacher,Divorced,1,On-time,1,1,34384,2468,Bank Transfer,On-time,9,Positive,Only Health,2443
25,Doctor,Single,3,On-time,1,2,34007,1596,Bank Transfer,On-time,0,Positive,Only Home,1723
55,Business,Married,1,On-time,0,4,39820,2381,Bank Transfer,On-time,9,Neutral,Only Auto,3333
25,Self-Employed,Single,3,On-time,2,0,0,1704,Credit Card,On-time,9,Neutral,Only Home,1533
67,Business,Married,5,On-time,0,2,30069,2420,Credit Card,On-time,7,Positive,Only Home,2904
20,Business,Divorced,3,On-time,2,0,0,4083,UPI,On-time,6,Positive,Auto + Home,3674
71,Business,Married,5,On-time,1,1,42882,3639,UPI,On-time,7,Positive,Only Auto,3602
61,Teacher,Divorced,1,On-time,1,1,18196,4474,Credit Card,On-time,1,Neutral,Auto + Home,4429
20,Engineer,Single,3,On-time,2,4,5999,3919,Bank Transfer,On-time,6,Neutral,Only Health,4937
39,Teacher,Married,2,On-time,0,2,25026,2538,Credit Card,On-time,3,Neutral,Only Home,3045
23,Business,Widowed,2,On-time,1,2,2730,2232,Cash,On-time,1,Neutral,Only Health,2410
19,Teacher,Widowed,4,Missed,2,1,4424,531,Cash,On-time,8,Positive,Only Home,525
40,Business,Single,2,On-time,2,0,0,2468,Bank Transfer,Late,4,Negative,Only Auto,2221
61,Retired,Married,5,Late,0,4,30716,3474,Cash,On-time,6,Neutral,Health + Life,4863
19,Student,Widowed,2,On-time,2,3,32226,3830,Credit Card,Late,3,Positive,Only Auto,4481
55,Engineer,Divorced,2,Late,2,1,3207,4068,Credit Card,On-time,9,Neutral,Only Home,4027
34,Retired,Married,2,On-time,0,1,14031,3425,UPI,On-time,3,Negative,Health + Life,3767
52,Doctor,Married,3,Missed,1,4,29008,2722,Cash,On-time,2,Positive,Health + Life,3429
51,Teacher,Widowed,4,On-time,1,0,0,3938,Cash,Late,0,Negative,Only Auto,3544
40,Doctor,Divorced,1,On-time,1,2,47635,514,Cash,On-time,1,Positive,Only Health,555
47,Self-Employed,Divorced,4,On-time,2,1,4368,3622,Cash,On-time,8,Neutral,Only Auto,3585
69,Teacher,Divorced,5,On-time,2,4,22855,606,Bank Transfer,On-time,0,Positive,Only Home,763
25,Student,Married,3,On-time,0,4,3227,4293,Bank Transfer,On-time,4,Positive,Only Health,6010
39,Retired,Single,3,On-time,2,4,49522,701,Credit Card,On-time,1,Negative,Only Home,883
61,Student,Married,2,On-time,2,2,31322,2294,Cash,Late,3,Positive,Only Health,2477
53,Self-Employed,Married,2,On-time,1,1,44220,1908,UPI,On-time,6,Positive,Auto + Home,1888
22,Business,Widowed,5,On-time,2,4,13817,1416,Credit Card,On-time,4,Neutral,Only Health,1784
30,Student,Single,3,On-time,2,2,47474,4931,Credit Card,On-time,0,Negative,Auto + Home,5325
46,Student,Divorced,1,On-time,2,0,0,2184,Bank Transfer,Late,2,Positive,Only Home,1965
48,Business,Widowed,4,Missed,0,3,14226,3666,Credit Card,On-time,9,Positive,Only Auto,4765
64,Teacher,Married,3,Missed,2,1,44877,564,UPI,Late,8,Positive,Only Home,558
74,Business,Single,1,Late,0,2,45480,4819,Cash,On-time,0,Negative,Only Auto,5782
72,Retired,Divorced,1,Late,1,3,32157,4150,Credit Card,On-time,9,Positive,Auto + Home,4855
33,Student,Divorced,4,On-time,2,3,21764,2515,UPI,On-time,3,Positive,Only Auto,2942
59,Business,Married,1,Missed,0,2,19204,1821,Bank Transfer,Late,4,Positive,Only Home,2185
47,Self-Employed,Divorced,5,On-time,1,2,1188,4524,Bank Transfer,On-time,9,Positive,Only Home,4885
74,Self-Employed,Divorced,1,On-time,2,2,31397,1112,Cash,On-time,2,Positive,Only Home,1200
72,Student,Single,5,Late,0,4,10414,1151,Credit Card,On-time,2,Negative,Only Health,1611
33,Retired,Widowed,1,On-time,0,0,0,1887,UPI,On-time,0,Neutral,Only Home,1887
29,Doctor,Single,2,On-time,1,4,42438,3366,Bank Transfer,On-time,5,Negative,Only Health,4241
34,Retired,Widowed,1,On-time,2,3,7746,2620,UPI,On-time,3,Positive,Health + Life,3065
33,Engineer,Widowed,5,On-time,2,3,15331,3695,Bank Transfer,On-time,7,Positive,Auto + Home,4323
29,Engineer,Widowed,1,On-time,2,3,12254,4609,Bank Transfer,On-time,5,Positive,Health + Life,5392
25,Engineer,Divorced,1,On-time,0,2,11217,4328,Cash,On-time,2,Positive,Health + Life,5193
37,Student,Single,1,On-time,2,1,16583,3628,UPI,On-time,6,Negative,Only Health,3591
20,Self-Employed,Divorced,5,On-time,0,4,38380,3605,UPI,On-time,2,Negative,Only Health,5047
33,Teacher,Married,1,On-time,0,1,35318,1037,UPI,On-time,8,Negative,Auto + Home,1140
47,Self-Employed,Single,4,On-time,1,0,0,2918,Bank Transfer,On-time,7,Positive,Auto + Home,2626
62,Teacher,Widowed,4,Missed,0,0,0,2707,Cash,On-time,2,Neutral,Auto + Home,2707
40,Teacher,Divorced,5,On-time,1,4,48333,3677,UPI,On-time,1,Neutral,Only Home,4633
45,Self-Employed,Divorced,2,Late,1,3,28492,2822,Credit Card,On-time,2,Negative,Only Home,3301
68,Student,Single,4,On-time,2,0,0,2537,UPI,On-time,3,Neutral,Auto + Home,2283
57,Retired,Single,3,On-time,1,1,6233,4853,Bank Transfer,On-time,2,Positive,Only Health,4804
71,Teacher,Widowed,4,On-time,2,1,23019,1462,Cash,On-time,8,Positive,Health + Life,1447
22,Doctor,Widowed,3,On-time,1,2,12447,1743,UPI,On-time,9,Neutral,Auto + Home,1882
37,Self-Employed,Married,5,On-time,0,3,15036,1032,UPI,Late,1,Neutral,Auto + Home,1341
57,Self-Employed,Widowed,2,On-time,2,2,11998,2369,UPI,On-time,7,Neutral,Health + Life,2558
73,Engineer,Divorced,3,On-time,0,4,33801,3630,Credit Card,On-time,6,Negative,Only Auto,5082
61,Retired,Married,3,On-time,2,0,0,2153,Bank Transfer,On-time,0,Positive,Auto + Home,1937
18,Engineer,Married,4,On-time,0,2,28076,612,Credit Card,On-time,5,Positive,Auto + Home,734
74,Self-Employed,Married,3,Missed,1,2,45739,1799,Credit Card,On-time,5,Positive,Only Home,1942
47,Self-Employed,Single,5,On-time,2,4,29152,2804,Bank Transfer,On-time,8,Positive,Health + Life,3533
38,Teacher,Widowed,5,Late,2,1,2429,4924,Bank Transfer,On-time,9,Positive,Auto + Home,4874
37,Retired,Married,5,Late,2,1,11381,3806,UPI,On-time,7,Positive,Auto + Home,3767
23,Business,Single,4,On-time,1,4,2987,4646,Bank Transfer,Late,6,Positive,Only Auto,5853
39,Doctor,Single,2,Late,0,1,30319,2201,UPI,On-time,6,Positive,Health + Life,2421
35,Teacher,Married,4,Missed,1,4,23655,4314,Credit Card,On-time,4,Positive,Auto + Home,5435
25,Self-Employed,Married,5,On-time,1,1,20266,720,UPI,On-time,1,Positive,Only Auto,712
56,Teacher,Divorced,4,On-time,1,4,49028,3330,Bank Transfer,On-time,9,Negative,Auto + Home,4195
49,Doctor,Married,5,On-time,0,1,44737,3143,UPI,On-time,4,Negative,Only Health,3457
50,Self-Employed,Divorced,1,On-time,1,2,12889,4380,Credit Card,On-time,0,Neutral,Only Auto,4730
70,Doctor,Married,1,On-time,2,2,49477,4817,Bank Transfer,On-time,9,Negative,Only Health,5202
33,Business,Married,3,Missed,1,1,2547,4281,Bank Transfer,On-time,5,Neutral,Auto + Home,4238
29,Teacher,Widowed,2,Late,0,4,45275,2458,Cash,On-time,1,Negative,Only Auto,3441
55,Student,Married,1,On-time,2,2,34281,1796,UPI,On-time,0,Neutral,Health + Life,1939
69,Teacher,Married,5,On-time,0,0,0,1532,UPI,On-time,0,Positive,Only Home,1532
51,Engineer,Divorced,4,Missed,1,1,14550,4822,UPI,On-time,0,Negative,Auto + Home,4773
31,Retired,Divorced,4,On-time,0,0,0,3105,Credit Card,On-time,3,Positive,Only Auto,3105
53,Retired,Widowed,3,On-time,2,0,0,3683,Credit Card,On-time,4,Positive,Only Health,3314
50,Engineer,Married,4,On-time,0,3,21187,3728,Bank Transfer,On-time,4,Neutral,Only Auto,4846
40,Self-Employed,Married,1,On-time,2,0,0,1975,Bank Transfer,On-time,0,Negative,Health + Life,1777
67,Retired,Divorced,4,On-time,2,0,0,2865,Credit Card,On-time,5,Positive,Only Auto,2578
62,Doctor,Single,1,On-time,1,3,17721,2907,UPI,Late,2,Neutral,Only Health,3401
19,Retired,Single,1,On-time,1,3,8051,1435,UPI,Late,3,Positive,Auto + Home,1678
58,Retired,Single,2,On-time,2,3,8444,3467,Credit Card,Late,4,Negative,Only Health,4056
38,Engineer,Divorced,3,On-time,0,4,28657,3449,UPI,On-time,3,Neutral,Only Health,4828
19,Self-Employed,Divorced,5,On-time,2,3,37180,2745,Credit Card,On-time,3,Positive,Only Health,3211
44,Business,Single,1,Late,1,4,30799,3137,UPI,On-time,9,Neutral,Only Home,3952
74,Retired,Single,3,On-time,0,1,3392,4837,UPI,On-time,0,Positive,Auto + Home,5320
26,Student,Married,5,On-time,2,4,16729,4450,Cash,On-time,1,Positive,Only Home,5607
18,Retired,Divorced,4,On-time,1,1,34744,3158,Bank Transfer,On-time,1,Neutral,Only Auto,3126
28,Business,Divorced,3,On-time,2,3,44205,2314,UPI,Late,1,Neutral,Auto + Home,2707
20,Engineer,Single,3,Missed,2,3,30709,3783,UPI,On-time,9,Positive,Auto + Home,4426
69,Business,Single,3,On-time,2,1,37836,1796,Credit Card,On-time,0,Positive,Only Auto,1778
40,Engineer,Widowed,4,On-time,0,2,10895,3655,Cash,On-time,9,Negative,Only Auto,4386
43,Doctor,Divorced,4,Late,1,4,18255,2147,Cash,On-time,7,Neutral,Only Health,2705
21,Engineer,Widowed,3,On-time,1,0,0,859,Credit Card,On-time,0,Positive,Auto + Home,773
35,Doctor,Married,2,On-time,2,3,13744,3952,Credit Card,On-time,7,Positive,Health + Life,4623
72,Doctor,Widowed,1,On-time,2,4,2549,4111,Credit Card,Late,0,Positive,Only Health,5179
23,Engineer,Single,4,Late,2,4,16085,1664,UPI,On-time,9,Neutral,Auto + Home,2096
52,Student,Divorced,2,On-time,0,3,45467,3744,Credit Card,On-time,2,Negative,Only Auto,4867
39,Teacher,Divorced,4,Late,1,1,21845,4525,Bank Transfer,Late,8,Positive,Only Auto,4479
60,Engineer,Widowed,3,On-time,2,3,15736,4200,Credit Card,On-time,7,Neutral,Health + Life,4914
32,Retired,Widowed,2,On-time,1,4,36389,1002,UPI,On-time,1,Neutral,Auto + Home,1262
39,Student,Married,5,Missed,2,2,3529,4704,Bank Transfer,On-time,3,Neutral,Only Home,5080
54,Student,Married,1,On-time,1,1,44117,1843,UPI,On-time,7,Negative,Only Health,1824
69,Retired,Single,1,Late,2,3,48509,3879,Bank Transfer,On-time,8,Positive,Auto + Home,4538
59,Teacher,Single,4,Late,0,0,0,4312,Bank Transfer,On-time,6,Positive,Only Home,4312
29,Student,Single,1,Missed,2,3,9351,1310,Bank Transfer,On-time,0,Negative,Only Auto,1532
64,Doctor,Widowed,5,On-time,2,4,44062,1285,UPI,On-time,7,Positive,Only Auto,1619
66,Teacher,Widowed,2,On-time,2,4,12000,727,Bank Transfer,On-time,0,Negative,Only Home,916
59,Self-Employed,Divorced,2,Late,2,0,0,1327,Cash,On-time,8,Neutral,Only Home,1194
55,Retired,Single,3,On-time,2,1,40167,878,Cash,On-time,7,Positive,Health + Life,869
35,Teacher,Widowed,2,On-time,1,4,36349,4311,UPI,On-time,3,Positive,Auto + Home,5431
62,Engineer,Divorced,4,On-time,1,1,23949,2525,Cash,On-time,9,Positive,Only Auto,2499
52,Teacher,Single,5,On-time,0,1,28569,3864,Bank Transfer,On-time,3,Neutral,Only Health,4250
47,Doctor,Married,3,On-time,2,3,47694,3876,Credit Card,On-time,3,Positive,Only Auto,4534
41,Engineer,Married,4,On-time,1,1,20318,2838,Credit Card,On-time,5,Neutral,Auto + Home,2809
59,Business,Widowed,4,On-time,1,4,19695,1628,Bank Transfer,On-time,1,Positive,Only Home,2051
47,Retired,Divorced,4,On-time,2,4,16168,790,Cash,On-time,3,Negative,Health + Life,995
31,Retired,Married,1,On-time,2,2,38096,4048,Bank Transfer,On-time,3,Negative,Only Auto,4371
23,Teacher,Divorced,4,Late,0,1,40591,3224,Credit Card,On-time,7,Neutral,Health + Life,3546
20,Student,Divorced,1,Late,0,2,21712,559,Credit Card,On-time,1,Negative,Only Home,670
33,Engineer,Married,2,On-time,1,3,20500,4701,UPI,Late,7,Positive,Auto + Home,5500
24,Business,Divorced,1,On-time,0,2,4747,3170,Credit Card,On-time,9,Positive,Only Auto,3804
69,Engineer,Married,4,On-time,1,1,24208,3839,UPI,On-time,1,Positive,Auto + Home,3800
31,Retired,Widowed,5,On-time,0,4,35227,3289,Cash,Late,8,Positive,Only Health,4604
26,Engineer,Single,5,Late,2,3,5430,4154,Bank Transfer,On-time,8,Positive,Auto + Home,4860
32,Business,Single,2,Late,0,1,19835,3690,UPI,On-time,5,Negative,Only Home,4059
38,Student,Widowed,4,Late,1,3,41099,2992,Bank Transfer,On-time,9,Neutral,Only Home,3500
52,Teacher,Married,1,On-time,0,0,0,4901,UPI,Late,4,Neutral,Only Health,4901
19,Doctor,Married,5,On-time,1,1,44948,3162,Cash,On-time,6,Neutral,Auto + Home,3130
44,Engineer,Married,3,On-time,1,0,0,701,Cash,On-time,7,Positive,Only Home,630
